,id,description,jobflag
5982,5982,"Assists in establishing requirements, methods, and procedures.",3
5983,5983,Geben Sie detaillierte Anleitungen zur Sanierung der Ergebnisse,4
5984,5984,"Create clear and concise documentation for all the work performed, including architecture and design documents, code comments, technical notes, READMEs, bug fixes, root cause analysis, etc.",3
5985,5985,Apply best practices and standard operating procedures.,2
5986,5986,Develops and maintains code and integrates software components into a fully functional software system.,3
5987,5987,Lead design of major software components and features.,3
5988,5988,Inform the Master when there is any doubt about the quality of the potable water,3
5989,5989,"Perform data analysis to identify algorithms technical limitations or defects, document findings and suggest solutions",1
5990,5990,Provide technical and data analysis assistance to other M&V engineers.,3
5991,5991,Notifies possible resident of application approval or disapproval. Assists qualified residents with completing lease agreement and collects initial rent and deposit payments. Assists new residents with the move-in process.,4
5992,5992,Operate and contribute to our monitoring and alerting stacks:,3
5993,5993,Wirken Sie als vertrauenswürdiger technischer Berater für Kunden und lösen Sie komplexe Big Data-Herausforderungen.,3
5994,5994,Analyze the quality and calibration of predictive models.,2
5995,5995,Seien Sie der SQL / Python / Spark / EMR / Snowflake-Experte im Team und helfen Sie beim Daten-Wrangling,2
5996,5996,Authoring and presenting design documents for various software and AI projects,2
5997,5997,"Duties include software requirements analysis, development of software products and software tools used for design, development and maintenance of infrastructure, and platforms.",3
5998,5998,"Responsible for the help desk, incident response, and change management systems for internal Tier 2 and above customers.",3
5999,5999,Gather insights about workflows and behavior patterns from qualitative research that will better inform usability data models.,1
6000,6000,"Perform job site analysis, determine employee exposure, and recommend safe work procedures",4
6001,6001,Champion and implement advanced software development practices;,3
6002,6002,Effectively presenting conclusions in both written and verbal form to Practice Leadership and our clients 'senior management with the risk perspective of our clients' audit committees.,4
6003,6003,Entwicklung und Bereitstellung von Anleitungen zu Best Practices für die Implementierung,4
6004,6004,build interactive dashboards that showcase relevant metrics,1
6005,6005,Develop in-depth knowledge of the service catalog and how it relates to customer needs.,4
6006,6006,"Assist in ongoing troubleshooting, maintenance and production support of existing application programs",3
6007,6007,"Write specifications, test plans, special test software/scripts for system verification and validation",3
6008,6008,"Reporting network operational status by gathering, prioritizing information, managing projects",3
6009,6009,Translate technical questions into actionable experimental designs to test hypotheses.,1
6010,6010,Build common platforms and applications,1
6011,6011,"Consult with customers or other departments on project status, proposals, and technical issues such as software system design and maintenance; prepare reports and correspondence concerning project specifications, activities, and status.",3
6012,6012,"Report to the Sales Managers regarding objectives, planned activities, reviews and analytics.",4
6013,6013,"Beheben Sie technische Probleme von Kunden oder Werken, die von der Grundversorgung bis zum Komplex reichen",3
6014,6014,Arbeiten Sie unabhängig als beitragendes Mitglied eines kleinen Softwareentwicklungsteams,3
6015,6015,Identifizierung neuer Projektrisiken und Pflege des Projektrisikoprotokolls in Clarity zur Bewertung und Lösung,4
6016,6016,Working closely with developers to create test specifications/conditions and build test cases to rigorously test product functionality and investigate all potential product test failures,3
6017,6017,"Be proactive, self-motivated and attentive to detail when solving highly complex level of escalated problems",3
6018,6018,"Implements processes and systems to monitor data quality, ensuring production data is always accurate and available for key stakeholders and business processes that depend on it.",3
6019,6019,"Develop, implement and maintain unit tests",3
6020,6020,Autonomously identify business risks and opportunities and create strategic or tactical recommendations using data-driven analysis,1
6021,6021,Help us build the processes and tools we need to take things to the next level.,3
6022,6022,"Work hands-on with the software build, deployment and final configuration for various hardware platforms",3
6023,6023,Assess our client security system vulnerabilities and recommend how they can become security compliant using our technology and services,3
6024,6024,"Design or develop software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design",3
6025,6025,"Work closely with multiple product and engineering teams to find ways to improve the product, and interact with our Site Reliability Engineering (SRE) teams to drive high-quality production.",3
6026,6026,"Führen Sie End-to-End-Tests aller Transit Systems-Software und -Hardware durch (Ticketautomat, Ticket Office-Automat, Validierungssysteme, Web und Mobile).",3
6027,6027,"Nehmen Sie an Codeüberprüfungen teil, um die Codequalität sicherzustellen und Best Practices und Erfahrungen mit dem Team auszutauschen",2
6028,6028,"Lead and assist cross-functional teams in the selection of appropriate analytical methods, design of experiments and analytics, verification of data quality and information integrity, interpreting results, documenting processes and assumptions, and suitable presentation method.",1
6029,6029,"Demonstrate proficiency and deep knowledge in statistical machine learning methods, deep neural networks",2
6030,6030,Listen to needs of technical and business stakeholders and interpret them.,1
6031,6031,"Design, develop, document and deliver reports of moderate complexity for Tyler Clients using Microsoft Visual Studio and Microsoft SSRS.",3
