,id,description,jobflag
5125,5125,Advocator of predictive modeling and analytics throughout the corporation as a technical expert.,1
5126,5126,Develop and maintain network topology and configuration,3
5127,5127,Provides coaching to junior staff,4
5128,5128,"Collaborative, team-oriented contributor with demonstrated ability to think outside the box and achieve goals.",3
5129,5129,"Work with product, operations, and sales teams to help define use cases and develop methodologies and benchmarks to evaluate different machine learning approaches.",2
5130,5130,Occasionally travel to client site to discuss reporting requirements.,3
5131,5131,Assist customers in maximizing benefits and implementation of VERICUT software,3
5132,5132,Work with data scientists to build new machine learning-powered solutions,2
5133,5133,"Use predictive modeling to increase and optimize stability and applications lab workload, social listening, consumer understanding, formulation for performance, etc.",1
5134,5134,Implement user interface design patterns and code to demonstrate understanding of object-oriented design experts,3
5135,5135,"Analyze requirements, define and prioritize tasks, and contribute to program management",3
5136,5136,Perform other duties as assigned.,3
5137,5137,"Able to collaborate with, learn from and take direction from technical leaders and senior technical advisors",3
5138,5138,Conduct analysis by mining internal and external data sources,2
5139,5139,"Lead designs of major software components, systems, and features.",3
5140,5140,"Design, develop, and maintain web-based applications to enhance performance and reliability of our current applications",3
5141,5141,"Research, analyze and implement software patches or hardware changes",3
5142,5142,"Design valid user-criteria testing, prior to production release of software",3
5143,5143,Conduct development activities in multiple simultaneous projects,3
5144,5144,"Design, develop, test, deploy, and maintain high quality software (aka shipping a lot of code)",2
5145,5145,Complete other duties as assigned by the Software Development Manager.,3
5146,5146,Become an active member of ASHRAE and AHRI,3
5147,5147,"Technical team in designing, implementing and supporting Microsoft based solutions including technologies such as Visual Studio, ASP.NET MVC, ASP.NET WebAPI, Razor, Entity Framework HTML, CSS, JavaScript, SQL (SP, SSIS, SSRS). Work partially autonomously with), Management Studio, TFS.",3
